Orthogroup	Dgub_JAMKOV01	D_mel_protein
OG0004696	KAI8035497.1	FBpp0070656, FBpp0289695
OG0004697	KAI8033403.1	FBpp0070385, FBpp0310458
OG0004698	KAI8035512.1	FBpp0070666, FBpp0310167
OG0004699	KAI8033615.1	FBpp0070422, FBpp0300790
OG0004700	KAI8035521.1	FBpp0310139, FBpp0070691
OG0004701	KAI8035470.1	FBpp0070660
OG0004702	KAI8035473.1	FBpp0070658, FBpp0311758
OG0004703	KAI8034531.1	FBpp0289350, FBpp0305118
OG0004704	KAI8033734.1	FBpp0071330, FBpp0309783
OG0004705	KAI8033778.1	FBpp0310791
OG0004706	KAI8033777.1	FBpp0309523, FBpp0071325
OG0004708	KAI8034512.1	FBpp0070159, FBpp0301850
OG0004709	KAI8034534.1	FBpp0070188, FBpp0302607
OG0004710	KAI8033722.1	FBpp0071359, FBpp0308710
OG0004711	KAI8033721.1	FBpp0312020, FBpp0071354
OG0004712	KAI8033728.1	FBpp0298358, FBpp0298363
OG0004713	KAI8034239.1	FBpp0110147
OG0004714	KAI8034238.1	FBpp0311221
OG0004716	KAI8034506.1	FBpp0305360, FBpp0073486
OG0004717	KAI8034246.1	FBpp0071309, FBpp0071308
OG0004718	KAI8034222.1	FBpp0310056, FBpp0099437
OG0004719	KAI8034234.1	FBpp0071307, FBpp0310058
OG0004721	KAI8034525.1	FBpp0309991, FBpp0074155
OG0004722	KAI8034520.1	FBpp0428122, FBpp0428123
OG0004723	KAI8033772.1	FBpp0309784, FBpp0111879
OG0004724	KAI8034233.1	FBpp0311996, FBpp0071338
OG0004725	KAI8033726.1	FBpp0111884, FBpp0071350
OG0004726	KAI8033738.1	FBpp0309414, FBpp0071365
OG0004727	KAI8033865.1	FBpp0070176
OG0004728	KAI8034515.1	FBpp0309956, FBpp0074161
OG0004729	KAI8034523.1	FBpp0309602, FBpp0070178
OG0004730	KAI8033773.1	FBpp0071326, FBpp0071327
OG0004731	KAI8044311.1	FBpp0308283, FBpp0083707
OG0004733	KAI8045309.1	FBpp0083729, FBpp0306672
OG0004734	KAI8033877.1, KAI8045745.1	FBpp0084640
OG0004735	KAI8045316.1	FBpp0083727, FBpp0291996
OG0004736	KAI8043975.1	FBpp0083698, FBpp0312598
OG0004737	KAI8033371.1	FBpp0298282, FBpp0071266
OG0004738	KAI8033359.1	FBpp0310025, FBpp0071261
OG0004739	KAI8033370.1	FBpp0071254, FBpp0308972
OG0004740	KAI8033355.1	FBpp0071252, FBpp0311994
OG0004742	KAI8033363.1	FBpp0071269
OG0004743	KAI8033365.1	FBpp0309288, FBpp0071270
OG0004744	KAI8033353.1	FBpp0309430, FBpp0071271
OG0004746	KAI8033346.1	FBpp0071244, FBpp0311992
OG0004747	KAI8046875.1	FBpp0307009, FBpp0078431
OG0004748	KAI8045391.1	FBpp0078449, FBpp0078448
OG0004751	KAI8045611.1	FBpp0307738, FBpp0078401
OG0004752	KAI8043901.1, KAI8043900.1	FBpp0078437
OG0004753	KAI8045396.1	FBpp0312135, FBpp0304469
OG0004754	KAI8045392.1	FBpp0100150, FBpp0078435
OG0004755	KAI8045397.1	FBpp0078432, FBpp0304468
OG0004756	KAI8045390.1	FBpp0078446, FBpp0078447
OG0004757	KAI8045612.1	FBpp0305476, FBpp0271885
OG0004758	KAI8043898.1	FBpp0078439, FBpp0311147
OG0004759	KAI8044014.1	FBpp0078342, FBpp0078343
OG0004760	KAI8037551.1	FBpp0311609, FBpp0290484
OG0004761	KAI8037512.1	FBpp0311085, FBpp0290485
OG0004762	KAI8037453.1	FBpp0071748, FBpp0303262
OG0004763	KAI8037508.1	FBpp0071778, FBpp0312414
OG0004764	KAI8037552.1	FBpp0100005, FBpp0309763
OG0004765	KAI8037506.1	FBpp0071779, FBpp0311610
OG0004766	KAI8037449.1	FBpp0300827, FBpp0289638
OG0004767	KAI8037517.1	FBpp0309766, FBpp0071835
OG0004768	KAI8037545.1	FBpp0309765, FBpp0071833
OG0004769	KAI8037445.1	FBpp0300826, FBpp0071767
OG0004770	KAI8037587.1	FBpp0071774, FBpp0301553
OG0004771	KAI8037644.1	FBpp0297764, FBpp0297765
OG0004772	KAI8034766.1	FBpp0070969, FBpp0309989
OG0004773	KAI8034765.1	FBpp0311828, FBpp0070991
OG0004774	KAI8034770.1	FBpp0070992, FBpp0304594
OG0004775	KAI8034768.1	FBpp0288972, FBpp0288973
OG0004776	KAI8035085.1	FBpp0308688, FBpp0073475
OG0004777	KAI8035056.1	FBpp0111437
OG0004778	KAI8034800.1	FBpp0071432, FBpp0305231
OG0004779	KAI8034761.1	FBpp0089135
OG0004781	KAI8034782.1	FBpp0099986, FBpp0311904
OG0004782	KAI8034747.1	FBpp0311905, FBpp0088337
OG0004783	KAI8035072.1	FBpp0073851, FBpp0300987
OG0004784	KAI8035654.1	FBpp0078212, FBpp0078214
OG0004785	KAI8034801.1	FBpp0071431, FBpp0304574
OG0004786	KAI8035042.1	FBpp0073828
OG0004787	KAI8035057.1	FBpp0073835, FBpp0073836
OG0004788	KAI8034793.1	FBpp0073376, FBpp0312032
OG0004789	KAI8035098.1	FBpp0074058, FBpp0309143
OG0004790	KAI8035093.1	FBpp0310006, FBpp0074054
OG0004791	KAI8035068.1	FBpp0309768, FBpp0074075
OG0004792	KAI8034777.1	FBpp0073680, FBpp0311947
OG0004793	KAI8035982.1	FBpp0271716, FBpp0271718
OG0004795	KAI8034812.1	FBpp0070974, FBpp0070973
OG0004796	KAI8035073.1	FBpp0073895, FBpp0304842
OG0004797	KAI8035039.1	FBpp0073824, FBpp0303430
OG0004798	KAI8035040.1	FBpp0073837
OG0004799	KAI8035051.1	FBpp0073861, FBpp0308748
OG0004800	KAI8035069.1	FBpp0312000, FBpp0073847
OG0004801	KAI8034390.1	FBpp0073507, FBpp0300331
OG0004802	KAI8034391.1	FBpp0311951, FBpp0073542
OG0004803	KAI8034783.1	FBpp0301156, FBpp0074583
OG0004804	KAI8038155.1	FBpp0078776, FBpp0305445
OG0004805	KAI8038217.1	FBpp0305434, FBpp0078869
OG0004806	KAI8038269.1	FBpp0305429, FBpp0078868
OG0004807	KAI8038248.1	FBpp0078774, FBpp0309553
OG0004808	KAI8038236.1	FBpp0078797, FBpp0078796
OG0004809	KAI8038242.1	FBpp0304812, FBpp0078766
OG0004811	KAI8038238.1	FBpp0311644, FBpp0078765
OG0004812	KAI8038232.1	FBpp0078785, FBpp0311771
OG0004813	KAI8034955.1	FBpp0077718
OG0004814	KAI8034948.1	FBpp0301726, FBpp0077731
OG0004815	KAI8034953.1	FBpp0309926, FBpp0077708
OG0004816	KAI8034951.1	FBpp0304617, FBpp0077728
OG0004817	KAI8034945.1	FBpp0301725, FBpp0077729
OG0004818	KAI8034964.1	FBpp0077716, FBpp0304265
OG0004819	KAI8038374.1	FBpp0297754, FBpp0297755
OG0004820	KAI8038835.1	FBpp0305076, FBpp0085928
OG0004821	KAI8038398.1	FBpp0087032, FBpp0311713
OG0004822	KAI8038382.1	FBpp0290413, FBpp0087012
OG0004823	KAI8038511.1	FBpp0086332
OG0004824	KAI8038401.1	FBpp0312210, FBpp0087038
OG0004826	KAI8039777.1, KAI8038713.1	FBpp0112271
OG0004827	KAI8038729.1	FBpp0087061, FBpp0087062
OG0004828	KAI8038841.1	FBpp0289887, FBpp0289886
OG0004829	KAI8038732.1	FBpp0086270, FBpp0086269
OG0004830	KAI8038803.1	FBpp0086284, FBpp0309036
OG0004831	KAI8038801.1	FBpp0302990, FBpp0086285
OG0004832	KAI8038838.1	FBpp0085929, FBpp0305075
OG0004833	KAI8038462.1	FBpp0309066, FBpp0086294
OG0004834	KAI8043400.1	FBpp0307818, FBpp0292263
OG0004835	KAI8043270.1	FBpp0310294, FBpp0080343
OG0004836	KAI8043710.1	FBpp0080348, FBpp0294013
OG0004837	KAI8042749.1	FBpp0079870, FBpp0309536
OG0004838	KAI8043413.1	FBpp0079865, FBpp0309533
OG0004839	KAI8042292.1	FBpp0080305, FBpp0304650
OG0004840	KAI8043322.1	FBpp0307447, FBpp0289599
OG0004841	KAI8042363.1	FBpp0079849
OG0004842	KAI8042660.1	FBpp0309569, FBpp0293079
OG0004843	KAI8043265.1	FBpp0291646
OG0004844	KAI8043323.1	FBpp0289614, FBpp0289613
OG0004845	KAI8042357.1	FBpp0310819, FBpp0306260
OG0004847	KAI8038205.1	FBpp0303667, FBpp0078913
OG0004848	KAI8043272.1	FBpp0296941, FBpp0290071
OG0004849	KAI8043412.1	FBpp0079862, FBpp0079863
OG0004850	KAI8043416.1	FBpp0079866, FBpp0309534
OG0004851	KAI8043330.1	FBpp0289535, FBpp0289536
OG0004852	KAI8043289.1	FBpp0312326, FBpp0289539
OG0004853	KAI8043081.1	FBpp0300410, FBpp0310064
OG0004854	KAI8043572.1	FBpp0079826
OG0004855	KAI8043745.1	FBpp0307598, FBpp0080003
OG0004856	KAI8043744.1	FBpp0290465, FBpp0080009
OG0004858	KAI8043542.1	FBpp0079936
OG0004859	KAI8042182.1	FBpp0079118, FBpp0310050
OG0004860	KAI8042030.1	FBpp0079079, FBpp0290347
OG0004861	KAI8041932.1	FBpp0080865, FBpp0304005
OG0004862	KAI8041937.1	FBpp0302695, FBpp0302696
OG0004863	KAI8041930.1	FBpp0294006, FBpp0080067
OG0004864	KAI8042133.1	FBpp0305442, FBpp0305441
OG0004865	KAI8042140.1	FBpp0307444, FBpp0307445
OG0004867	KAI8042750.1	FBpp0088538, FBpp0088537
OG0004868	KAI8043540.1	FBpp0099471, FBpp0293787
OG0004869	KAI8043670.1	FBpp0079986, FBpp0304683
OG0004870	KAI8041968.1	FBpp0079099, FBpp0079097
OG0004871	KAI8041969.1	FBpp0307462, FBpp0079139
OG0004872	KAI8043453.1	FBpp0079913, FBpp0079915
OG0004873	KAI8043452.1	FBpp0312096, FBpp0079943
OG0004874	KAI8041934.1	FBpp0080867, FBpp0080866
OG0004875	KAI8041928.1	FBpp0080870, FBpp0080871
OG0004876	KAI8042829.1	FBpp0304792, FBpp0079069
OG0004877	KAI8042295.1	FBpp0302578, FBpp0080268
OG0004878	KAI8043404.1	FBpp0294010, FBpp0309808
OG0004879	KAI8043836.1	FBpp0310066, FBpp0079184
OG0004880	KAI8042624.1	FBpp0079993, FBpp0309445
OG0004881	KAI8043402.1	FBpp0080274
OG0004882	KAI8041870.1	FBpp0306845, FBpp0088345
OG0004883	KAI8042743.1	FBpp0309539, FBpp0079875
OG0004884	KAI8042222.1	FBpp0310302, FBpp0080297
OG0004885	KAI8042695.1	FBpp0312315, FBpp0304518
OG0004886	KAI8042631.1	FBpp0079975, FBpp0309440
OG0004887	KAI8042364.1	FBpp0305616, FBpp0079843
OG0004888	KAI8043329.1	FBpp0079839, FBpp0307446
OG0004890	KAI8043834.1	FBpp0079186, FBpp0310067
OG0004891	KAI8043751.1	FBpp0307812, FBpp0290580
OG0004893	KAI8042664.1	FBpp0080346, FBpp0303715
OG0004894	KAI8042665.1	FBpp0303714, FBpp0080345
OG0004895	KAI8043399.1	FBpp0307813, FBpp0080267
OG0004896	KAI8042562.1	FBpp0079968, FBpp0311682
OG0004897	KAI8042746.1	FBpp0079899, FBpp0302819
OG0004898	KAI8042825.1	FBpp0079092, FBpp0291744
OG0004899	KAI8043010.1	FBpp0079096, FBpp0307459
OG0004900	KAI8041876.1	FBpp0292343, FBpp0306846
OG0004901	KAI8042936.1	FBpp0310053, FBpp0289933
OG0004902	KAI8041971.1	FBpp0079102, FBpp0079103
OG0004903	KAI8043160.1	FBpp0312169, FBpp0079088
OG0004904	KAI8042301.1	FBpp0079828, FBpp0307612
OG0004905	KAI8042482.1	FBpp0304321, FBpp0271850
OG0004906	KAI8042229.1	FBpp0080294, FBpp0312174
OG0004907	KAI8043810.1	FBpp0079883, FBpp0079882
OG0004908	KAI8043457.1	FBpp0311761, FBpp0291994
OG0004909	KAI8043202.1	FBpp0310296, FBpp0080329
OG0004910	KAI8043458.1	FBpp0311760, FBpp0079916
OG0004911	KAI8035639.1	FBpp0078228
OG0004912	KAI8033193.1	FBpp0078189, FBpp0302641
OG0004913	KAI8033853.1	FBpp0070240, FBpp0311628
OG0004914	KAI8033855.1	FBpp0309595, FBpp0070191
OG0004915	KAI8033903.1	FBpp0073561, FBpp0302766
OG0004916	KAI8033891.1	FBpp0309261, FBpp0289593
OG0004917	KAI8033879.1	FBpp0070249, FBpp0308661
OG0004918	KAI8033886.1	FBpp0071426, FBpp0306532
OG0004919	KAI8033856.1	FBpp0311615, FBpp0070194
OG0004920	KAI8033566.1	FBpp0073652, FBpp0311924
OG0004921	KAI8033569.1	FBpp0079166, FBpp0302978
OG0004922	KAI8033647.1	FBpp0070952
OG0004923	KAI8035276.1	FBpp0071043, FBpp0301563
OG0004924	KAI8035459.1	FBpp0308849, FBpp0071022
OG0004925	KAI8033646.1	FBpp0070911, FBpp0310032
OG0004926	KAI8035285.1	FBpp0307800, FBpp0077818
OG0004928	KAI8033636.1	FBpp0073937, FBpp0309613
OG0004929	KAI8035258.1	FBpp0071045, FBpp0309148
OG0004930	KAI8035305.1	FBpp0071087, FBpp0071088
OG0004931	KAI8033562.1	FBpp0304097, FBpp0073649
OG0004932	KAI8035456.1	FBpp0308850, FBpp0292477
OG0004933	KAI8038787.1	FBpp0085876, FBpp0311692
OG0004934	KAI8033568.1	FBpp0073648
OG0004935	KAI8035412.1	FBpp0070977, FBpp0070976
OG0004936	KAI8035301.1	FBpp0298271, FBpp0071086
OG0004937	KAI8035429.1	FBpp0071006, FBpp0292475
OG0004938	KAI8035431.1	FBpp0071024, FBpp0312199
OG0004940	KAI8033567.1	FBpp0311925, FBpp0073669
OG0004941	KAI8038478.1, KAI8038481.1	FBpp0085855
OG0004942	KAI8035298.1	FBpp0071029
OG0004944	KAI8035306.1	FBpp0071033, FBpp0298274
OG0004945	KAI8038479.1	FBpp0310604, FBpp0085905
OG0004946	KAI8035256.1	FBpp0311869, FBpp0071095
OG0004947	KAI8035273.1	FBpp0289296, FBpp0310005
OG0004948	KAI8035269.1	FBpp0311830, FBpp0071015
OG0004949	KAI8035261.1	FBpp0290060, FBpp0071035
OG0004950	KAI8033642.1	FBpp0070907, FBpp0070908
OG0004951	KAI8042097.1	FBpp0077299, FBpp0310557
OG0004952	KAI8042263.1	FBpp0077069, FBpp0309911
OG0004953	KAI8038757.1	FBpp0110100, FBpp0298015
OG0004954	KAI8042265.1	FBpp0077068, FBpp0100012
OG0004955	KAI8042985.1	FBpp0080176
OG0004956	KAI8042217.1	FBpp0309282, FBpp0080726
OG0004957	KAI8038483.1	FBpp0085904, FBpp0311815
OG0004958	KAI8042260.1	FBpp0077109
OG0004959	KAI8042095.1	FBpp0077303, FBpp0302939
OG0004960	KAI8043484.1	FBpp0088920, FBpp0310398
OG0004962	KAI8041865.1	FBpp0080798, FBpp0307602
OG0004963	KAI8042487.1	FBpp0079157, FBpp0305308
OG0004964	KAI8042261.1	FBpp0077113
OG0004965	KAI8042080.1	FBpp0080737, FBpp0310361
OG0004966	KAI8043633.1	FBpp0080235
OG0004969	KAI8043486.1	FBpp0304487, FBpp0080829
OG0004970	KAI8041862.1	FBpp0310330, FBpp0080793
OG0004971	KAI8042098.1	FBpp0310556, FBpp0077266
OG0004973	KAI8043112.1	FBpp0307610
OG0004975	KAI8042414.1	FBpp0077333
OG0004976	KAI8042417.1	FBpp0307457, FBpp0077353
OG0004977	KAI8042415.1	FBpp0077354
OG0004979	KAI8043560.1	FBpp0305301, FBpp0079167
OG0004981	KAI8037663.1	FBpp0077345
OG0004982	KAI8043154.1	FBpp0080742, FBpp0291556
OG0004983	KAI8043153.1	FBpp0291557, FBpp0099709
OG0004984	KAI8043233.1	FBpp0077131, FBpp0311696
OG0004985	KAI8043231.1	FBpp0307133, FBpp0077140
OG0004986	KAI8042425.1	FBpp0080827, FBpp0310397
OG0004987	KAI8043076.1	FBpp0307369, FBpp0077341
OG0004988	KAI8043558.1	FBpp0311116, FBpp0311117
OG0004990	KAI8042216.1	FBpp0080727, FBpp0309283
OG0004991	KAI8042218.1	FBpp0080678, FBpp0309278
OG0004992	KAI8038490.1	FBpp0085872, FBpp0304290
OG0004993	KAI8042017.1	FBpp0080198, FBpp0310267
OG0004994	KAI8043566.1	FBpp0079165
OG0004995	KAI8043125.1	FBpp0308842, FBpp0080522
OG0004996	KAI8042511.1	FBpp0290447, FBpp0308731
OG0004997	KAI8043471.1	FBpp0310349, FBpp0077363
OG0004999	KAI8042074.1	FBpp0307787, FBpp0080765
OG0005000	KAI8042117.1	FBpp0111956, FBpp0080692
OG0005001	KAI8043187.1	FBpp0291495, FBpp0307804
OG0005003	KAI8043556.1	FBpp0289985, FBpp0310038
OG0005004	KAI8043835.1	FBpp0077108, FBpp0304846
OG0005005	KAI8042165.1	FBpp0307796, FBpp0077083
OG0005006	KAI8041861.1	FBpp0099683, FBpp0080794
OG0005007	KAI8043469.1	FBpp0077326
OG0005008	KAI8043224.1	FBpp0297292, FBpp0080536
OG0005009	KAI8043263.1	FBpp0309707, FBpp0080660
OG0005010	KAI8038785.1	FBpp0293407, FBpp0293405
OG0005011	KAI8042943.1	FBpp0080825, FBpp0304598
OG0005012	KAI8041974.1	FBpp0296962, FBpp0080534
OG0005013	KAI8038751.1	FBpp0085907, FBpp0290068
OG0005014	KAI8042160.1	FBpp0296963, FBpp0080535
OG0005015	KAI8043630.1	FBpp0080248, FBpp0080247
OG0005016	KAI8042731.1	FBpp0080215, FBpp0309705
OG0005017	KAI8042586.1	FBpp0292594, FBpp0080286
OG0005018	KAI8043105.1	FBpp0080705, FBpp0304830
OG0005019	KAI8042076.1	FBpp0306280, FBpp0080741
OG0005020	KAI8043378.1	FBpp0078630
OG0005021	KAI8043405.1	FBpp0080859
OG0005023	KAI8038539.1	FBpp0085873, FBpp0289083
OG0005024	KAI8043554.1	FBpp0310039, FBpp0079172
OG0005025	KAI8043553.1	FBpp0310037, FBpp0079154
OG0005026	KAI8042593.1	FBpp0079045, FBpp0079044
OG0005027	KAI8042212.1	FBpp0080725, FBpp0309281
OG0005028	KAI8043552.1	FBpp0080281, FBpp0304751
OG0005029	KAI8042024.1	FBpp0310269, FBpp0080212
OG0005030	KAI8042986.1	FBpp0080177, FBpp0312221
OG0005031	KAI8043467.1	FBpp0310346, FBpp0077327
OG0005032	KAI8043468.1	FBpp0077359, FBpp0310348
OG0005033	KAI8042248.1	FBpp0309224, FBpp0080542
OG0005034	KAI8042349.1	FBpp0293008, FBpp0099462
OG0005036	KAI8043082.1	FBpp0080838, FBpp0304491
OG0005037	KAI8042259.1	FBpp0303013, FBpp0111473
OG0005038	KAI8043652.1	FBpp0081042, FBpp0305546
OG0005039	KAI8038391.1	FBpp0085891, FBpp0085890
OG0005041	KAI8044624.1	FBpp0311093, FBpp0082345
OG0005042	KAI8044741.1	FBpp0112122, FBpp0081604
OG0005043	KAI8045579.1	FBpp0089282
OG0005044	KAI8046324.1	FBpp0082340, FBpp0312483
OG0005045	KAI8045582.1	FBpp0082369
OG0005046	KAI8044068.1	FBpp0084005, FBpp0084006
OG0005047	KAI8045578.1	FBpp0290495
OG0005048	KAI8038700.1	FBpp0311547, FBpp0085889
OG0005050	KAI8044066.1	FBpp0311468, FBpp0084002
OG0005055	KAI8044331.1	FBpp0081613
OG0005056	KAI8044315.1	FBpp0081638, FBpp0112123
OG0005057	KAI8043864.1	FBpp0082392
OG0005058	KAI8046116.1	FBpp0082263, FBpp0301101
OG0005059	KAI8045806.1	FBpp0311387, FBpp0081541
OG0005060	KAI8044175.1	FBpp0081540
OG0005061	KAI8045703.1	FBpp0084029, FBpp0306443
OG0005062	KAI8045077.1	FBpp0081562, FBpp0081563
OG0005064	KAI8044282.1	FBpp0081590, FBpp0305030
OG0005065	KAI8044283.1	FBpp0305029, FBpp0081549
OG0005066	KAI8045905.1	FBpp0306685, FBpp0081581
OG0005067	KAI8045906.1	FBpp0081556, FBpp0297149
OG0005069	KAI8045581.1	FBpp0310926, FBpp0082353
OG0005070	KAI8044730.1	FBpp0099477, FBpp0296961
OG0005071	KAI8044728.1	FBpp0082377
OG0005072	KAI8045907.1	FBpp0081580, FBpp0297150
OG0005073	KAI8045078.1	FBpp0081577, FBpp0305396
OG0005074	KAI8043957.1	FBpp0082383
OG0005075	KAI8044285.1	FBpp0081550, FBpp0306717
OG0005076	KAI8045909.1	FBpp0310724, FBpp0081558
OG0005077	KAI8046115.1	FBpp0082318
OG0005078	KAI8045872.1	FBpp0081645, FBpp0311385
OG0005079	KAI8044182.1	FBpp0081600
OG0005080	KAI8044496.1	FBpp0099893, FBpp0099895
OG0005081	KAI8046328.1	FBpp0082332
OG0005082	KAI8044722.1	FBpp0306412, FBpp0082333
OG0005083	KAI8045083.1	FBpp0081648, FBpp0304084
OG0005084	KAI8045696.1	FBpp0306445, FBpp0084059
OG0005085	KAI8038125.1	FBpp0078741
OG0005086	KAI8033125.1	FBpp0310457, FBpp0085232
OG0005087	KAI8033120.1	FBpp0301951, FBpp0085233
OG0005088	KAI8033123.1	FBpp0293792, FBpp0085236
OG0005089	KAI8036987.1	FBpp0087448
OG0005090	KAI8036868.1	FBpp0308545, FBpp0087438
OG0005091	KAI8038169.1	FBpp0305599, FBpp0312024
OG0005093	KAI8044881.1	FBpp0082902, FBpp0082901
OG0005094	KAI8045192.1	FBpp0084610
OG0005095	KAI8045558.1	FBpp0311977, FBpp0082858
OG0005096	KAI8045776.1	FBpp0297595, FBpp0081765
OG0005097	KAI8043937.1	FBpp0291412, FBpp0081763
OG0005098	KAI8045256.1	FBpp0082666, FBpp0291705
OG0005099	KAI8045259.1	FBpp0082693, FBpp0291707
OG0005100	KAI8046516.1	FBpp0081870
OG0005101	KAI8044983.1	FBpp0083446
OG0005102	KAI8044654.1	FBpp0082617, FBpp0306143
OG0005103	KAI8045386.1	FBpp0307196, FBpp0081901
OG0005104	KAI8045711.1	FBpp0289679, FBpp0311926
OG0005105	KAI8044986.1	FBpp0311940, FBpp0083445
OG0005106	KAI8045439.1	FBpp0292746, FBpp0304472
OG0005107	KAI8038188.1, KAI8038193.1	FBpp0078835
OG0005108	KAI8045981.1	FBpp0312050, FBpp0297084
OG0005109	KAI8046088.1	FBpp0289991, FBpp0082926
OG0005110	KAI8044874.1	FBpp0306056, FBpp0083430
OG0005111	KAI8036536.1	FBpp0085396, FBpp0085397
OG0005112	KAI8045710.1	FBpp0083338
OG0005113	KAI8044160.1	FBpp0081878, FBpp0300531
OG0005114	KAI8044162.1	FBpp0308466, FBpp0081866
OG0005115	KAI8045512.1	FBpp0082679, FBpp0311471
OG0005116	KAI8045482.1	FBpp0081718, FBpp0307980
OG0005118	KAI8044079.1, KAI8044084.1	FBpp0081700
OG0005120	KAI8040637.1, KAI8046455.1	FBpp0083450
OG0005121	KAI8045441.1	FBpp0082893, FBpp0291523
OG0005122	KAI8046268.1	FBpp0082542, FBpp0306656
OG0005123	KAI8046271.1	FBpp0306657, FBpp0082573
OG0005124	KAI8043914.1	FBpp0082911, FBpp0303766
OG0005125	KAI8044193.1	FBpp0112166, FBpp0303061
OG0005126	KAI8045264.1	FBpp0310842, FBpp0290929
OG0005127	KAI8044681.1	FBpp0310843, FBpp0100146
OG0005128	KAI8044002.1	FBpp0082709, FBpp0310844
OG0005129	KAI8046583.1	FBpp0083398, FBpp0306773
OG0005132	KAI8044655.1	FBpp0306142, FBpp0082616
OG0005133	KAI8043893.1	FBpp0290264, FBpp0290263
OG0005135	KAI8044914.1	FBpp0081934, FBpp0081935
OG0005136	KAI8045787.1	FBpp0081862, FBpp0312218
OG0005137	KAI8034047.1	FBpp0070832, FBpp0293887
OG0005138	KAI8046275.1	FBpp0082569
OG0005139	KAI8044684.1	FBpp0311436, FBpp0082710
OG0005140	KAI8046899.1	FBpp0308315, FBpp0082852
OG0005141	KAI8034025.1	FBpp0070785, FBpp0310140
OG0005143	KAI8045479.1	FBpp0307977, FBpp0081703
OG0005144	KAI8045563.1	FBpp0082855, FBpp0307972
OG0005145	KAI8045789.1	FBpp0081836, FBpp0081837
OG0005147	KAI8043890.1	FBpp0305953, FBpp0082005
OG0005148	KAI8046452.1	FBpp0307748, FBpp0083406
OG0005149	KAI8044262.1	FBpp0082937, FBpp0293544
OG0005150	KAI8046904.1	FBpp0307971, FBpp0082851
OG0005151	KAI8046681.1	FBpp0082933, FBpp0082934
OG0005152	KAI8045098.1	FBpp0083374
OG0005153	KAI8033986.1	FBpp0311819, FBpp0305180
OG0005155	KAI8046384.1	FBpp0083432
OG0005156	KAI8044297.1	FBpp0082618, FBpp0306144
OG0005157	KAI8044296.1	FBpp0082619
OG0005158	KAI8044475.1	FBpp0082906, FBpp0311401
OG0005159	KAI8045440.1	FBpp0082879
OG0005160	KAI8035021.1	FBpp0071396
OG0005162	KAI8035017.1	FBpp0305168, FBpp0071384
OG0005163	KAI8035002.1	FBpp0071441, FBpp0301980
OG0005164	KAI8033499.1	FBpp0077056, FBpp0305865
OG0005165	KAI8033497.1	FBpp0077050, FBpp0305863
OG0005166	KAI8035009.1	FBpp0071401, FBpp0071402
OG0005167	KAI8035022.1	FBpp0422973, FBpp0071379
OG0005168	KAI8035018.1	FBpp0307841, FBpp0071392
OG0005169	KAI8035014.1	FBpp0071435
OG0005170	KAI8035005.1	FBpp0110448, FBpp0310529
OG0005171	KAI8034996.1	FBpp0301221, FBpp0112450
OG0005172	KAI8033517.1	FBpp0308583, FBpp0077061
OG0005173	KAI8034998.1	FBpp0305882, FBpp0304871
OG0005177	KAI8033550.1	FBpp0310396, FBpp0076917
OG0005178	KAI8035008.1	FBpp0291188
OG0005179	KAI8033514.1	FBpp0077059, FBpp0307051
OG0005180	KAI8034993.1	FBpp0071385, FBpp0298822
OG0005181	KAI8044408.1	FBpp0293246, FBpp0081254
OG0005182	KAI8046888.1	FBpp0081086, FBpp0292666
OG0005184	KAI8046195.1	FBpp0081245, FBpp0081244
OG0005185	KAI8044409.1	FBpp0308769, FBpp0081260
OG0005186	KAI8045166.1	FBpp0297107, FBpp0078489
OG0005187	KAI8045165.1	FBpp0297106, FBpp0078488
OG0005188	KAI8046473.1	FBpp0078499, FBpp0293856
OG0005189	KAI8046083.1	FBpp0081279, FBpp0307211
OG0005190	KAI8046084.1	FBpp0302612, FBpp0290434
OG0005191	KAI8044949.1	FBpp0081122, FBpp0306910
OG0005192	KAI8033979.1	FBpp0309041, FBpp0070861
OG0005194	KAI8036021.1	FBpp0310320, FBpp0070537
OG0005195	KAI8046885.1	FBpp0306730, FBpp0081085
OG0005196	KAI8046404.1	FBpp0083520
OG0005197	KAI8045267.1	FBpp0078473
OG0005198	KAI8044584.1	FBpp0297184, FBpp0081275
OG0005200	KAI8044894.1	FBpp0078516, FBpp0306925
OG0005201	KAI8045408.1	FBpp0311218, FBpp0081083
OG0005202	KAI8046395.1	FBpp0390661, FBpp0312468
OG0005203	KAI8044449.1	FBpp0310314, FBpp0390658
OG0005204	KAI8044454.1	FBpp0312472, FBpp0390653
OG0005208	KAI8034001.1	FBpp0070899, FBpp0070898
OG0005209	KAI8046889.1	FBpp0290855, FBpp0306732
OG0005211	KAI8046781.1	FBpp0312515, FBpp0083506
OG0005212	KAI8036055.1	FBpp0070472, FBpp0070473
OG0005213	KAI8044948.1	FBpp0081092, FBpp0311972
OG0005214	KAI8045285.1	FBpp0289843, FBpp0083457
OG0005215	KAI8046873.1	FBpp0306391, FBpp0310716
OG0005216	KAI8046394.1	FBpp0078627, FBpp0110558
OG0005217	KAI8046776.1	FBpp0082575, FBpp0082576
OG0005218	KAI8046480.1	FBpp0078500, FBpp0307568
OG0005219	KAI8044674.1	FBpp0291543, FBpp0078559
OG0005220	KAI8046602.1	FBpp0308635, FBpp0078590
OG0005221	KAI8046649.1	FBpp0078512
